"id","query","product_title","product_description","median_relevance","relevance_variance"
22636,"cat grass","bell rock grower cbg55005 pet green garden self grow pet grass kit","product inform bell rock grower cbg55005 pet green garden self grow pet grass kit certifi organ wheat grass safe altern hous plant outsid grass featur overal nutrit valu number pound garden food type protein small anim food consist grass life stage stage health consider provid protein overal nutrit primari ingredi certifi wheat grass packag weight number number oz suggest feed feed pet healthi reward snack pet grass will grow right bag just add water number number day yourll healthi organ green green thumb ingredi certifi organ wheat grass",4,0
22641,"kitchen faucet","american standard number number number polish chrome peko peko semiprofession swivel spout swing arm kitchen faucet number number","peko semiprofession swivel spout swing arm kitchen faucet style substanc strike perfect balanc kitchen faucet collect american standard kitchen faucet engin look beauti function flawless",4,0
22645," knee snow boot","fxr squadron child snow pant lime number","fxr squadron child snowmobil pant",1,0
22655,"stick vacuum","shark sv1106 navig cordless upright vacuum","ideal pet shark bagless navig freestyl cordless stick vacuum featur except anim hair pickup two speed set optim bare floor carpet cordless stick vacuum cleaner also offer extend run time equip high effici dust cup washabl vacuum design perform eas use design weigh number number pound featur swivel steer superior maneuver deep reclin vacuum allow remov dirt debri hardreach furnitur",3,0.471
22661,"singl serv coffe maker","black decker person coffe dcm18s","black decker coffe maker dcm18s perfect addit kitchen number oz coffe maker come handi whenev feel like cup coffe instant made stainless coffe maker come mug featur ergonom handl eas use stainless steel mug design fit black decker brew n go coffe maker best part stainless steel coffe maker can enjoy coffe even travel coffe maker use perman filter elimin need paper dispos coffe maker includ filter perman filter dishwash safe black decker coffe maker dcm18s delux person coffe maker numberoz stainless steel mug easygrip handl perfect coffe go perman filter elimin need paper dispos automat shut mug fit black decker brew n go coffe maker filter perman filter toprack dishwashersaf",3,0.471
22662,"snow boot","women spring step lucern brown nylon","extrem function waterproof winter boot front top draw string design keep snow warmth ",3,0.471
22663,"boyfriend jean","boyfriend crop jean light denim mossimo","",4,0
22664,"pressur cooker","tri star power pressur cooker xl","pressur cooker cook yummi wing number minut lot mouthwat dish brilliant design pressur cooker ditch pre packag dinner use tri star power pressur cooker xl prepar healthi delici fo ",4,0
22671,"dr lanyard","doctor tenth doctor sonic screwdriv","doctor sonic screwdriv versatil tool use doctor open panel control electron version tenth doctor sonic screwdriv complet light sound",1,0
22672,"aveeno shampoo","aveeno activ natur pure renewal dri hair type number number oz new","",4,0.471
22673,"k cup","green mountain coffe hazelnut light roast kcup number count","enjoy smooth flavor cup coffe brew delici cup green mountain kcup coffe green mountain coffe hazelnut light roast kcup coffe mediumroast coffe sweet scent flavor fresh roast almond green mountain hazelnut kcup certifi organ flavor make delici treat green mountain kcup coffe come conveni box number individu serv green mountain hazelnut kcup design use keurig kcup brew sold separ enjoy cup precis brew green mountain coffe hazelnut light roast kcup coffe green mountain coffe hazelnut light roast kcup coffe kcup pack use keurig kcup brew system mediumroast coffe sweet scent flavor fresh roast almond certifi organ finest bean ground measur exact specif ideal brew environ insid oxygen perfect advanc filtrat water optimum pressur temperatur",4,0.943
22676,"microwav","danbi design dmw077blsdd microwav oven freestand steel","danbi counter top microwav practic theyr stylish avail black stainless steel there model match avail varieti today popular featur rang size number number cu ft number number cu ft danbi microwav well suit dorm cottag kitchen",4,0
22682,"lego","lego minecraft creativ adventur first night number","make littl minecraft legomaniac happiest kid earth lego minecraft first night number addit lego minecraft famili includ recogniz scene mini figur help build armi wage war lego minecraft kit will lead hour hour fun destroy rebuild favorit minecraft landscap enact epic battl must kid cant get enough minecraft certif cpsia certifi manufactur suggest age number year includ toy build compon number piec number materi plastic educ focus creativ think languag spanish dimens number number h x number number w x number number l product weight number number lb care clean wipe clean damp cloth batteri batteri use assembl detail assembl requir",3,0.49
22683,"busi badg holder","baumgarten sicurix id badg card holder","id card holder perfect way keep compani id card clean good shape card slide groov stay secur diecut hole back cut lip give easi access card dispens can attach badg clip card reel card holder accommod card number mil thick x ",4,0.471
22689,"shotgun shell pouch","voodoo tactic men coyot tan horizont shotgun shell tactic pouch bag new","horizont shotgun shell pouch voodoo tactic secur way hold ammo featur tough milspec pouch hold number round insid elast loop univers attach system mean can fit assault belt moll compat gear mount coupl pouch whatev your youll readi entri duti close quarter combat",2,0.471
22690,"polar heart rate monitor","fit heart rate monitor polar ft2 heart rate monitor black","chiev fit goal recreat exercis want easi start fit show heart rate larg easyread display help improv fit automat agebas heart rate target zone display summari latest w see detail",3,0.471
22691,"ice cream maker","cuisinart frozen ice cream maker"," number creat delici snack minut ice cream maker cuisinart larg bowl make number number quart frozen yogurt ice cream larg spout allow add extra ingredi complet sweet treat masterpiec capac larg capac make number number quart mani set fulli automat larg ingredi spout ad ingredi dimens number number inch long x number number inch wide x number number inch high materi electron assembl requir ",4,1.414
22692,"iphon number","appl iphon number refurbish verizon","appl iphon number 16gb yet thinner yet powereffici previous model featur number retina hd touchscreen rear numbermegapixel isight camera autofocus number numbermegapixel facetim camera verizon iphon number also equip m8 motion coprocessor effici measur activ use advanc sensor run lithiumion batteri provid number hour talk time number hour standbi time refurbish iphon number lock verizon network will requir activ devic verizon appl iphon number refurbish verizon sound music player siri voic lte mobil featur 3g network bluetooth v number number technolog microusb number number port wlan number io number rear numbermegapixel isight camera autofocus number numbermegapixel facetim camera 1080p full hd video capabl a8 chip m8 motion coprocessor assist gps icloud drive control center built app technic profil talk time number h standbi time number h batteri lithiumion display number retina hd touchscreen display resolut number x number messag sms mms email instant messag",2,1.166
